X1,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_ROUTE,LOCATION_TYPE,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_COND_1,LIGHTING,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,CITY,lon,lat,geometry,city_new
2335,2014,9/20/14,2014-09-20T22:10:00Z,Saturday,1,AURORA DEL MAR,S,N,1,H,3,0,1,A,5,A,C,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,CARMEL,-121.9357811,36.4751797,"c(-121.9357811, 36.4751797)",Other Unincorporated
2336,2014,9/25/14,2014-09-25T08:40:00Z,Thursday,CARMEL VALLEY RD,VILLAGE DR,W,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CARMEL VALLEY,-121.7334468,36.47997463,"c(-121.7334468, 36.47997463)",Carmel Valley
2337,2014,9/17/14,2014-09-17T13:55:00Z,Wednesday,SALINAS RD,ELKHORN RD,S,N,NA,NA,4,0,2,A,3,C,C,A,B,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,ROYAL OAKS,-121.7468892,36.88299556,"c(-121.7468892, 36.88299556)",Royal Oake
2338,2014,9/15/14,2014-09-15T15:40:00Z,Monday,183,SPEEGLE ST,S,N,183,H,4,0,1,A,21,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.759008,36.76643049,"c(-121.759008, 36.76643049)",Castroville
2339,2014,9/12/14,2014-09-12T06:30:00Z,Friday,BLANCO RD,RESEARCH DR,E,N,NA,NA,4,0,1,A,7,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.753592,36.67113739,"c(-121.753592, 36.67113739)",Other Unincorporated
2340,2014,9/12/14,2014-09-12T05:55:00Z,Friday,SAN MIGUEL CANYON RD,CASTROVILLE BL,NA,Y,NA,NA,4,0,1,A,8,D,C,A,H,E,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6719099,36.80840007,"c(-121.6719099, 36.80840007)",Other Unincorporated
2341,2014,9/19/14,2014-09-19T02:00:00Z,Friday,1,AGUAJITO RD,S,N,1,R,3,0,1,A,1,E,I,A,H,C,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,MONTEREY,-121.8667687,36.59620006,"c(-121.8667687, 36.59620006)",Monterey
2342,2014,9/14/14,2014-09-14T13:47:00Z,Sunday,NACIONAL AV,3RD ST,N,N,NA,NA,4,0,1,A,1,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6494413,36.62626918,"c(-121.6494413, 36.62626918)",Other Unincorporated
2343,2014,9/19/14,2014-09-19T21:25:00Z,Friday,101,NORTH MAIN ST,S,N,101,R,3,0,1,C,18,E,I,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6477329,36.68434809,"c(-121.6477329, 36.68434809)",Salinas
2344,2014,9/19/14,2014-09-19T14:45:00Z,Friday,MAHER RD,LITTLE HILL LN,N,N,NA,NA,2,0,1,A,8,E,I,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,ROYAL OAKS,-121.6813437,36.85449026,"c(-121.6813437, 36.85449026)",Royal Oake
2345,2014,9/17/14,2014-09-17T18:22:00Z,Wednesday,VIEJO RD,SOLEDAD DR,S,N,NA,NA,3,0,1,A,3,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,-121.9054712,36.57886162,"c(-121.9054712, 36.57886162)",Monterey
2346,2014,9/23/14,2014-09-23T17:48:00Z,Tuesday,CASTROVILLE BL,PARADISE RD,E,N,NA,NA,4,0,1,A,1,E,I,A,H,A,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.698279,36.79932984,"c(-121.698279, 36.79932984)",Other Unincorporated
2347,2014,9/23/14,2014-09-23T07:50:00Z,Tuesday,GEIL ST,PAJARO ST,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.7512699,36.76474006,"c(-121.7512699, 36.76474006)",Castroville
2348,2014,9/23/14,2014-09-23T15:55:00Z,Tuesday,SAN JUAN RD,MURPHY RD,E,N,NA,NA,3,0,1,A,1,E,C,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,AROMAS,-121.6754108,36.89588137,"c(-121.6754108, 36.89588137)",Other Unincorporated
2349,2014,9/23/14,2014-09-23T07:55:00Z,Tuesday,1,DEL MONTE BL,S,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8612838,36.60423922,"c(-121.8612838, 36.60423922)",Monterey
2350,2014,9/24/14,2014-09-24T14:55:00Z,Wednesday,68,YORK RD,E,N,68,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8066045,36.57115864,"c(-121.8066045, 36.57115864)",Other Unincorporated
2351,2014,9/25/14,2014-09-25T18:15:00Z,Thursday,NORTH DAVIS RD,AMBROSE DR,N,N,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6828908,36.66939069,"c(-121.6828908, 36.66939069)",Other Unincorporated
2352,2014,9/28/14,2014-09-28T22:15:00Z,Sunday,LIGHTHOUSE,DEL MONTE,N,N,NA,NA,4,0,1,A,1,C,C,A,H,C,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8923925,36.6007275,"c(-121.8923925, 36.6007275)",Monterey
2353,2014,9/16/14,2014-09-16T07:58:00Z,Tuesday,GRANADA,GABILAN DR,W,N,NA,NA,4,0,1,C,18,G,B,B,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SOLEDAD,-121.32012,36.43517,"c(-121.32012, 36.43517)",Soledad
2354,2014,9/18/14,2014-09-18T18:42:00Z,Thursday,MARKET ST,KIDDER ST,NA,Y,NA,NA,3,0,1,A,12,D,C,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SOLEDAD,-121.32515,36.42761005,"c(-121.32515, 36.42761005)",Soledad
2355,2014,8/30/14,2014-08-30T23:55:00Z,Saturday,CRAZY HORSE CANYON RD,SAN JUAN GRADE RD,E,N,NA,NA,3,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.603121,36.77321289,"c(-121.603121, 36.77321289)",Other Unincorporated
2356,2014,9/19/14,2014-09-19T11:43:00Z,Friday,146,NESTLES RD,NA,Y,NA,NA,4,0,3,A,12,A,C,A,H,A,N,N,N,N,Y,0,0,3,0,0,0,0,0,0,SOLEDAD,-121.32274,36.42034008,"c(-121.32274, 36.42034008)",Soledad
2357,2014,9/28/14,2014-09-28T16:15:00Z,Sunday,183,COOPER RD,N,N,183,H,3,0,1,A,1,B,E,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.7222998,36.71881179,"c(-121.7222998, 36.71881179)",Other Unincorporated
2358,2014,9/25/14,2014-09-25T17:50:00Z,Thursday,68,B RD,NA,Y,68,I,3,0,2,A,9,D,C,A,H,A,N,N,N,Y,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.7547929,36.56957309,"c(-121.7547929, 36.56957309)",Other Unincorporated
2359,2014,9/25/14,2014-09-25T05:51:00Z,Thursday,HARRIS RD,ABBOTT ST,W,N,NA,NA,3,0,1,A,9,D,C,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6247077,36.6306671,"c(-121.6247077, 36.6306671)",Other Unincorporated
2360,2014,9/30/14,2014-09-30T08:30:00Z,Tuesday,RESERVATION RD,PANZIERA RD,S,N,NA,NA,3,0,1,A,5,B,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.7253347,36.65255546,"c(-121.7253347, 36.65255546)",Other Unincorporated
2361,2014,9/15/14,2014-09-15T12:45:00Z,Monday,1,FREMONT BL,S,N,1,R,4,0,1,A,12,D,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SEASIDE,-121.8386304,36.62773054,"c(-121.8386304, 36.62773054)",Seaside
2362,2014,9/23/14,2014-09-23T13:42:00Z,Tuesday,NATIVIDAD RD,PACHECO ST,NA,Y,NA,NA,4,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.6366499,36.69804001,"c(-121.6366499, 36.69804001)",Salinas
2363,2014,9/23/14,2014-09-23T14:45:00Z,Tuesday,NORTH MAIN ST,IRIS DR,NA,Y,NA,NA,3,0,3,A,12,A,C,A,H,A,N,N,N,N,N,0,1,2,0,0,0,0,0,0,SALINAS,-121.65224,36.69317003,"c(-121.65224, 36.69317003)",Salinas
2364,2014,8/9/14,2014-08-09T20:41:00Z,Saturday,DEL MONTE,PALM AV,S,N,NA,NA,3,0,1,A,8,C,G,A,H,C,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,MARINA,-121.80386,36.68327,"c(-121.80386, 36.68327)",Marina
2365,2014,8/24/14,2014-08-24T17:46:00Z,Sunday,MONTEREY ST,PINE ST,NA,Y,NA,NA,3,0,1,A,3,G,B,D,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SOLEDAD,-121.32095,36.42322001,"c(-121.32095, 36.42322001)",Soledad
2366,2014,8/22/14,2014-08-22T20:20:00Z,Friday,101,BERTA CANYON RD,S,N,101,H,4,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6687738,36.78349827,"c(-121.6687738, 36.78349827)",Other Unincorporated
2367,2014,8/20/14,2014-08-20T18:18:00Z,Wednesday,68,PASADERA DR,NA,Y,68,H,3,0,2,A,12,A,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,MONTEREY,-121.7787762,36.56760349,"c(-121.7787762, 36.56760349)",Other Unincorporated
2368,2014,8/17/14,2014-08-17T23:12:00Z,Sunday,101,CAMPHORA GLORIA RD,S,N,101,H,3,0,2,A,8,E,I,A,H,C,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SOLEDAD,-121.3562499,36.44426453,"c(-121.3562499, 36.44426453)",Other Unincorporated
2369,2014,8/24/14,2014-08-24T09:25:00Z,Sunday,CASTROVILLE BL,CIELO AZUL,N,N,NA,NA,4,0,1,C,18,H,A,F,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,CASTROVILLE,-121.7398771,36.77538514,"c(-121.7398771, 36.77538514)",Castroville
2370,2014,8/24/14,2014-08-24T13:43:00Z,Sunday,SAN JUAN RD,AROMAS RD,NA,Y,NA,NA,4,0,3,A,9,D,C,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,ROYAL OAKS,-121.66189,36.88257011,"c(-121.66189, 36.88257011)",Royal Oake
2371,2014,8/23/14,2014-08-23T13:35:00Z,Saturday,1,LIGHT FIGHTER DR,S,N,1,H,4,0,3,A,3,C,C,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,SEASIDE,-121.8264587,36.6410999,"c(-121.8264587, 36.6410999)",Seaside
2372,2014,8/23/14,2014-08-23T16:24:00Z,Saturday,1,TIOGA AV,N,N,1,H,3,0,1,A,3,C,C,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,SAND CITY,-121.847869,36.61914409,"c(-121.847869, 36.61914409)",Sand City
2373,2014,8/6/14,2014-08-06T17:52:00Z,Wednesday,1,POTRERO RD,NA,Y,1,I,2,0,1,A,1,D,C,A,H,A,N,N,Y,N,Y,1,0,0,0,0,0,0,0,1,MOSS LANDING,-121.7836162,36.79101151,"c(-121.7836162, 36.79101151)",Moss Landing
2374,2014,8/3/14,2014-08-03T10:03:00Z,Sunday,WALNUT AV,3RD ST,W,N,NA,NA,4,0,2,A,12,D,C,A,H,A,N,N,Y,N,N,0,0,2,0,0,0,0,0,2,GREENFIELD,-121.2409444,36.33102481,"c(-121.2409444, 36.33102481)",Greenfield
2375,2014,9/24/14,2014-09-24T07:41:00Z,Wednesday,E LAUREL,TOWT,W,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6185002,36.68015709,"c(-121.6185002, 36.68015709)",Salinas
2376,2014,9/25/14,2014-09-25T09:18:00Z,Thursday,E LAUREL,GRANADA,W,N,NA,NA,4,0,1,A,8,C,E,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6420078,36.69710708,"c(-121.6420078, 36.69710708)",Salinas
2377,2014,9/26/14,2014-09-26T19:20:00Z,Friday,68,WORK ST,NA,Y,68,I,3,0,2,A,12,A,C,A,H,C,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.6428401,36.67065341,"c(-121.6428401, 36.67065341)",Salinas
2378,2014,9/22/14,2014-09-22T03:42:00Z,Monday,DEL MONTE AV,WILLIAMS RD,E,N,NA,NA,4,0,2,A,1,C,E,A,H,C,N,N,N,N,Y,0,0,2,0,0,0,0,0,0,SALINAS,-121.6038176,36.68066761,"c(-121.6038176, 36.68066761)",Salinas
2379,2014,9/27/14,2014-09-27T22:25:00Z,Saturday,SAN JUAN GRADE RD,ROGGE RD,N,N,NA,NA,3,0,1,A,1,E,I,A,H,C,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6361151,36.73597243,"c(-121.6361151, 36.73597243)",Other Unincorporated
2380,2014,9/27/14,2014-09-27T23:10:00Z,Saturday,CHAPARRAL ST,SONORA WY,E,N,NA,NA,4,0,1,A,1,C,E,A,H,C,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.6409376,36.70173638,"c(-121.6409376, 36.70173638)",Salinas
2381,2014,9/28/14,2014-09-28T13:30:00Z,Sunday,1,MORSE DR,S,N,1,H,4,0,3,A,3,C,C,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,CARMEL,-121.9104284,36.55130216,"c(-121.9104284, 36.55130216)",Other Unincorporated
2382,2014,9/22/14,2014-09-22T20:43:00Z,Monday,NATIVIDAD RD,CHAPARRAL ST,S,N,NA,NA,4,0,1,A,7,B,I,A,H,D,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.6350217,36.69964057,"c(-121.6350217, 36.69964057)",Salinas
2383,2014,9/21/14,2014-09-21T14:05:00Z,Sunday,E ALISAL ST,MONTEREY ST,NA,Y,NA,NA,4,0,1,A,8,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6536899,36.67396007,"c(-121.6536899, 36.67396007)",Salinas
2384,2014,9/19/14,2014-09-19T22:35:00Z,Friday,DE LA,ROY DIAZ,NA,Y,NA,NA,4,0,1,A,3,A,D,A,H,C,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.6211799,36.66155011,"c(-121.6211799, 36.66155011)",Salinas
2385,2014,9/23/14,2014-09-23T06:43:00Z,Tuesday,BARDIN RD,SYCAMORE RD,NA,Y,NA,NA,3,0,1,A,7,B,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6024099,36.6744201,"c(-121.6024099, 36.6744201)",Salinas
2386,2014,9/13/14,2014-09-13T10:43:00Z,Saturday,DEL MONTE AV,SILVERWOOD PL,W,N,NA,NA,3,0,1,A,11,D,B,D,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SALINAS,-121.6030277,36.68018837,"c(-121.6030277, 36.68018837)",Salinas
2387,2014,9/13/14,2014-09-13T15:24:00Z,Saturday,MAIN ST,JOHN ST,NA,Y,NA,NA,3,0,3,A,12,A,I,A,H,A,N,N,N,N,N,0,3,0,0,0,0,0,0,0,SALINAS,-121.6547699,36.67107008,"c(-121.6547699, 36.67107008)",Salinas
2388,2014,9/11/14,2014-09-11T18:42:00Z,Thursday,NATIVIDAD RD,SORRENTINI DR,N,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.6399182,36.6948927,"c(-121.6399182, 36.6948927)",Salinas
2389,2014,9/12/14,2014-09-12T17:02:00Z,Friday,EAST LAUREL DR,SANBORN RD,N,N,NA,NA,4,0,1,A,9,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6217244,36.6841334,"c(-121.6217244, 36.6841334)",Salinas
2390,2014,9/16/14,2014-09-16T16:39:00Z,Tuesday,N SANBORN,BUCKHORN,NA,Y,NA,NA,3,0,2,A,3,C,C,A,H,A,N,Y,N,N,N,0,1,1,0,0,0,1,0,0,SALINAS,-121.5985099,36.69320008,"c(-121.5985099, 36.69320008)",Salinas
2391,2014,9/17/14,2014-09-17T12:59:00Z,Wednesday,HOMESTEAD,TALBOT ST,NA,Y,NA,NA,4,0,1,A,9,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6642199,36.67163002,"c(-121.6642199, 36.67163002)",Salinas
2392,2014,9/18/14,2014-09-18T19:32:00Z,Thursday,BORONDA RD,NATIVIDAD RD,W,N,NA,NA,4,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6248676,36.71571305,"c(-121.6248676, 36.71571305)",Salinas
2393,2014,9/18/14,2014-09-18T20:19:00Z,Thursday,WEST LAUREL DR,MONROE ST,NA,Y,NA,NA,4,0,1,A,11,G,B,D,H,C,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.66143,36.6981401,"c(-121.66143, 36.6981401)",Salinas
2394,2014,9/28/14,2014-09-28T19:18:00Z,Sunday,TYLER,E LAUREL,NA,Y,NA,NA,3,0,1,A,14,A,G,A,H,C,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.65943,36.69838005,"c(-121.65943, 36.69838005)",Salinas
2395,2014,9/30/14,2014-09-30T09:42:00Z,Tuesday,SHERWOOD,CALLE CEBU,NA,Y,NA,NA,4,0,1,A,5,B,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SALINAS,-121.65037,36.68020007,"c(-121.65037, 36.68020007)",Salinas
2396,2014,9/7/14,2014-09-07T00:17:00Z,Sunday,EAST MARKET ST,NORTH MAIN ST,NA,Y,NA,NA,3,0,1,A,12,D,C,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6559399,36.67761001,"c(-121.6559399, 36.67761001)",Salinas
2397,2014,9/8/14,2014-09-08T11:10:00Z,Monday,FREEDOM BL,NORTH SANBORN RD,NA,Y,NA,NA,4,0,1,A,9,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6013499,36.69213004,"c(-121.6013499, 36.69213004)",Salinas
2398,2014,9/8/14,2014-09-08T11:39:00Z,Monday,WEST ROSSI ST,RICO ST,NA,Y,NA,NA,4,0,1,A,9,NA,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6615099,36.6839301,"c(-121.6615099, 36.6839301)",Salinas
2399,2014,9/28/14,2014-09-28T06:02:00Z,Sunday,SHERWOOD DR,MARKET WY,NA,Y,NA,NA,4,0,2,A,5,H,J,A,H,C,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6500199,36.67835008,"c(-121.6500199, 36.67835008)",Salinas
2400,2014,9/10/14,2014-09-10T13:01:00Z,Wednesday,68,ACACIA,S,N,68,H,4,0,1,A,10,G,B,F,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.6572139,36.66426983,"c(-121.6572139, 36.66426983)",Salinas
2401,2014,9/29/14,2014-09-29T09:46:00Z,Monday,CAMINO AGUAJI,3RD ST,NA,Y,NA,NA,3,0,1,A,9,NA,C,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,MONTEREY,-121.8827199,36.59740007,"c(-121.8827199, 36.59740007)",Monterey
2402,2014,9/16/14,2014-09-16T07:59:00Z,Tuesday,68,WEST ACACIA ST,NA,Y,68,I,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6571128,36.66454576,"c(-121.6571128, 36.66454576)",Salinas
2403,2014,9/16/14,2014-09-16T12:38:00Z,Tuesday,WILLIAMS,DEL MONTE,S,N,NA,NA,3,0,1,A,12,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.604581,36.68104427,"c(-121.604581, 36.68104427)",Salinas
2404,2014,9/24/14,2014-09-24T19:47:00Z,Wednesday,WILLIAMS RD,EAST LAUREL DR,N,N,NA,NA,2,0,1,A,11,G,B,D,H,C,Y,N,N,N,Y,1,0,0,0,1,0,0,0,0,SALINAS,-121.6141215,36.67560862,"c(-121.6141215, 36.67560862)",Salinas
2405,2014,9/3/14,2014-09-03T18:20:00Z,Wednesday,NORTH SANBORN RD,EUCALYPTUS DR,N,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6242058,36.6804662,"c(-121.6242058, 36.6804662)",Salinas
2406,2014,8/30/14,2014-08-30T19:49:00Z,Saturday,NORTH MAIN ST,WEST LAUREL DR,N,N,NA,NA,4,0,1,A,3,C,C,A,H,B,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6521869,36.70021769,"c(-121.6521869, 36.70021769)",Salinas
2407,2014,11/30/14,2014-11-30T00:02:00Z,Sunday,SOUTH SANBORN RD,JOHN ST,NA,Y,NA,NA,4,0,2,A,12,D,C,A,H,C,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6277299,36.66930002,"c(-121.6277299, 36.66930002)",Salinas
2408,2014,9/29/14,2014-09-29T19:20:00Z,Monday,101,TUSTIN RD,N,N,101,H,4,0,1,A,1,C,C,A,H,D,N,N,Y,N,Y,0,0,1,0,0,0,0,0,1,SALINAS,-121.6494433,36.80592981,"c(-121.6494433, 36.80592981)",Other Unincorporated
2409,2014,9/30/14,2014-09-30T06:45:00Z,Tuesday,OLD STAGE RD,SPENCE RD,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,B,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.5398899,36.62988001,"c(-121.5398899, 36.62988001)",Other Unincorporated
2410,2014,9/26/14,2014-09-26T10:34:00Z,Friday,68,SECA PL,E,N,68,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.7546129,36.56955902,"c(-121.7546129, 36.56955902)",Other Unincorporated
2411,2014,9/27/14,2014-09-27T18:30:00Z,Saturday,68,CORRAL DE TIERRA RD,E,N,68,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.7270211,36.5785079,"c(-121.7270211, 36.5785079)",Other Unincorporated
2412,2014,9/26/14,2014-09-26T22:55:00Z,Friday,68,TORERO DR,E,N,68,H,4,0,1,A,8,F,A,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.703246,36.59442124,"c(-121.703246, 36.59442124)",Other Unincorporated
2413,2014,9/30/14,2014-09-30T15:40:00Z,Tuesday,1,MOLERA RD,NA,Y,1,I,3,0,1,A,1,A,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,BIG SUR,-121.4377226,35.86937906,"c(-121.4377226, 35.86937906)",Big Sur
2414,2014,9/27/14,2014-09-27T13:10:00Z,Saturday,1,SPRINGFIELD RD,N,N,1,H,3,0,5,A,3,C,C,A,H,A,N,N,N,N,N,0,1,4,0,0,0,0,0,0,ROYAL OAKS,-121.771059,36.84115754,"c(-121.771059, 36.84115754)",Royal Oake
2415,2014,9/27/14,2014-09-27T03:10:00Z,Saturday,68,YORK RD,E,N,68,H,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,MONTEREY,-121.8042073,36.57069841,"c(-121.8042073, 36.57069841)",Other Unincorporated
2416,2014,9/28/14,2014-09-28T08:20:00Z,Sunday,1,RT 68,N,N,1,H,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8693763,36.59484998,"c(-121.8693763, 36.59484998)",Monterey
2417,2014,9/29/14,2014-09-29T07:45:00Z,Monday,101,RT 101,NA,Y,101,R,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,GONZALES,-121.4521418,36.52212189,"c(-121.4521418, 36.52212189)",Other Unincorporated
2418,2014,9/30/14,2014-09-30T08:45:00Z,Tuesday,CASTROVILLE BL,DOLAN RD,S,N,NA,NA,4,0,1,A,8,E,I,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,CASTROVILLE,-121.7247728,36.79628636,"c(-121.7247728, 36.79628636)",Castroville
2419,2014,9/12/14,2014-09-12T17:45:00Z,Friday,RIVER RD,RANCHITO DR,NA,Y,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.63768,36.60391008,"c(-121.63768, 36.60391008)",Other Unincorporated
2420,2014,9/24/14,2014-09-24T14:34:00Z,Wednesday,LIGHTHOUSE AV,DRAKE AV,N,N,NA,NA,4,0,1,A,3,C,C,A,H,B,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8999855,36.6115048,"c(-121.8999855, 36.6115048)",Monterey
2421,2014,9/16/14,2014-09-16T04:45:00Z,Tuesday,101,ARROYO SECO RD,S,N,101,H,3,0,1,A,8,F,A,A,NA,NA,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SOLEDAD,-121.313104,36.39811709,"c(-121.313104, 36.39811709)",Other Unincorporated
2422,2014,9/23/14,2014-09-23T11:25:00Z,Tuesday,FORT ROMIE RD,RIVER RD,S,N,NA,NA,3,0,2,A,8,F,I,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,SOLEDAD,-121.3867206,36.41122971,"c(-121.3867206, 36.41122971)",Other Unincorporated
2423,2014,9/30/14,2014-09-30T06:30:00Z,Tuesday,CENTRAL AV,RT 101,W,N,NA,NA,4,0,1,A,5,B,C,A,H,A,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,GREENFIELD,-121.1814055,36.23748883,"c(-121.1814055, 36.23748883)",Other Unincorporated
2424,2014,10/4/14,2014-10-04T18:55:00Z,Saturday,FRANKLIN ST,WATSON ST,W,N,NA,NA,4,0,4,A,9,D,C,A,H,A,N,N,N,N,N,0,0,4,0,0,0,0,0,0,MONTEREY,-121.8998455,36.60116528,"c(-121.8998455, 36.60116528)",Monterey
